#;NAME;;P0;;;P1;;;F0;;;F1;;;AGE;BSURF;EDOT;
;;;(s);;;;;;(Hz);;;(s^-2);;;(Yr);(G);(ergs/s);
849;J1452-5851;mlc+01;0.3866429281059;3.0e-13;psj+19;5.07021E-14;3.0e-19;psj+19;2.586365680859;2.0e-12;psj+19;-33.91606E-14;1.7e-18;psj+19;1.21e+05;4.48e+12;3.5e+34;
850;J1452-6036;kbm+03;0.1549913579183;8.0e-13;kbm+03;1.44989E-15;1.0e-19;kbm+03;6.45197263532;4.0e-11;kbm+03;-6.0356E-14;5.0e-18;kbm+03;1.69e+06;4.8e+11;1.5e+34;
851;J1453+1902;lmcs07;0.0057923027385756;3.0e-16;abb+18;1.167E-20;3.0e-23;abb+18;172.642909932901;6.0e-12;abb+18;-3.477E-16;7.0e-19;abb+18;7.87e+09;2.63e+08;2.4e+33;
852;B1449-64;lvw69a;0.179486804423;3.0e-12;psj+19;2.74416E-15;5.0e-20;psj+19;5.57144021375;9.0e-11;psj+19;-8.51812E-14;1.5e-18;psj+19;1.04e+06;7.1e+11;1.9e+34;
853;J1454-5846;clm+01;0.04524877299803;1.1e-13;clm+01;8.17E-19;9.0e-21;clm+01;22.10004678013;5.0e-11;clm+01;-3.99E-16;4.0e-18;clm+01;8.78e+08;6.15e+09;3.5e+32;
854;J1455-3330;lnl+95;0.00798720480610417;4.0e-17;abb+18;2.43043E-20;5.0e-25;abb+18;125.2002451766051;5.0e-13;abb+18;-3.80972E-16;7.0e-21;abb+18;5.21e+09;4.46e+08;1.9e+33;
855;J1455-59;kek+13;0.1761912;2.0e-07;kek+13;*;0;*;5.675652;7.0e-06;kek+13;*;0;*;*;*;*;
856;J1456-48;bcm+15;0.53681;0;bcm+15;*;0;*;1.862857;0;bcm+15;*;0;*;*;*;*;
857;B1451-68;lvw68;0.2633769071818;5.0e-13;jbv+19;9.895E-17;3.0e-20;jbv+19;3.796840090121;6.0e-12;jbv+19;-1.4264E-15;3.0e-19;jbv+19;4.22e+07;1.63e+11;2.1e+32;
858;B1454-51;mlt+78;1.74830750523;7.0e-11;lbs+20;5.2972E-15;3.0e-19;lbs+20;0.57198175779;2.0e-11;lbs+20;-1.73305E-15;7.0e-20;lbs+20;5.23e+06;3.08e+12;3.9e+31;
859;J1457-5900;kbm+03;1.4986374368;4.0e-10;kbm+03;3.66E-15;7.0e-17;kbm+03;0.66727280091;1.8e-10;kbm+03;-1.63E-15;4.0e-17;kbm+03;6.49e+06;2.37e+12;4.3e+31;
860;J1457-5902;kbm+03;0.39073936418;5.0e-11;kbm+03;1.2306E-14;1.4e-17;kbm+03;2.5592507223;4.0e-10;kbm+03;-8.060E-14;1.0e-16;kbm+03;5.03e+05;2.22e+12;8.1e+33;
861;J1459-6053;aaa+09c;0.103150638274;1.1e-11;rkp+11;2.52704E-14;6.0e-19;rkp+11;9.694559498;1.0e-09;rkp+11;-2.37503E-12;5.0e-17;rkp+11;6.47e+04;1.63e+12;9.1e+35;
862;J1501-0046;lbr+13;0.4640368139284;8.2e-12;lbr+13;2.391E-16;6.0e-18;lbr+13;2.15500143520;4.0e-11;lbr+13;-1.11E-15;3.0e-17;lbr+13;3.07e+07;3.37e+11;9.4e+31;
863;J1501-5637;kbm+03;0.7829485661;3.0e-10;kbm+03;1.7E-16;8.0e-17;kbm+03;1.2772231067;5.0e-10;kbm+03;-2.8E-16;1.4e-16;kbm+03;7.3e+07;3.69e+11;1.4e+31;
864;J1502+28;ttm18;3.7840;0;ttm18;*;0;*;0.264271;0;ttm18;*;0;*;*;*;*;
865;J1502-5653;hfs+04;0.535504397790;3.0e-12;hfs+04;1.8286E-15;3.0e-19;hfs+04;1.867398296125;8.0e-12;hfs+04;-6.3765E-15;7.0e-19;hfs+04;4.64e+06;1e+12;4.7e+32;
866;J1502-5828;kbm+03;0.66810515091;1.4e-10;kbm+03;3.640E-14;8.0e-17;kbm+03;1.4967703791;4.0e-10;kbm+03;-8.155E-14;1.8e-16;kbm+03;2.91e+05;4.99e+12;4.8e+33;
867;J1502-6128;kbm+03;0.84210384000;3.0e-11;kbm+03;1.348E-15;7.0e-18;kbm+03;1.18750200688;5.0e-11;kbm+03;-1.901E-15;1.0e-17;kbm+03;9.9e+06;1.08e+12;8.9e+31;
868;J1502-6752;kjb+12;0.02674442376700;6.0e-14;nbb+14;3.145E-19;1.4e-21;nbb+14;37.39097199147;8.0e-11;nbb+14;-4.397E-16;1.9e-18;nbb+14;1.35e+09;2.93e+09;6.5e+32;
869;J1503+2111;clm+05;3.31400150122;1.2e-10;clm+05;0.14E-15;2.0e-17;clm+05;0.301750014184;1.1e-11;clm+05;-1.27E-17;1.9e-18;clm+05;3.75e+08;6.89e+11;1.5e+29;
870;J1504-5621;kbm+03;0.41298519981;3.0e-11;kbm+03;5.529E-15;1.2e-17;kbm+03;2.42139427868;1.8e-10;kbm+03;-3.242E-14;8.0e-17;kbm+03;1.18e+06;1.53e+12;3.1e+33;
871;J1504-5659;ccb+20;1.67237234272;3.0e-11;ccb+20;1428E-18;3.0e-21;ccb+20;0.597952964454;1.1e-11;ccb+20;-5.105782E-16;1.1e-21;ccb+20;1.86e+07;1.56e+12;1.2e+31;
872;B1503-51;mlt+78;0.840738545;3.0e-09;nmc81;6.37E-15;1.4e-16;nmc81;1.189430419;5.0e-09;nmc81;-9.01E-15;2.0e-16;nmc81;2.09e+06;2.34e+12;4.2e+32;
873;B1504-43;mlt+78;0.2867584998375;9.0e-13;lbs+20;1.58435E-15;5.0e-20;lbs+20;3.48725495693;1.0e-11;lbs+20;-19.2672E-15;5.0e-19;lbs+20;2.87e+06;6.82e+11;2.7e+33;
874;J1507-5800;ccb+20;0.897254102404;1.1e-11;ccb+20;260.3E-18;6.0e-19;ccb+20;1.114511482668;1.4e-11;ccb+20;-3.233E-16;8.0e-19;ccb+20;5.46e+07;4.89e+11;1.4e+31;
875;B1503-66;mlt+78;0.355656301098;1.2e-11;lbs+20;1.15191E-15;3.0e-20;lbs+20;2.81170331276;9.0e-11;lbs+20;-9.1066E-15;2.0e-19;lbs+20;4.89e+06;6.48e+11;1.0e+33;
876;B1508+55;htg+68;0.739681922904;4.0e-12;hlk+04;4.99821E-15;4.0e-20;hlk+04;1.351932457770;7.0e-12;hlk+04;-9.13534E-15;7.0e-20;hlk+04;2.34e+06;1.95e+12;4.9e+32;
877;J1509-5850;kbm+03;0.088924862943;6.0e-12;psj+19;9.16633E-15;1.3e-19;psj+19;11.2454488757;7.0e-10;psj+19;-115.9175E-14;1.6e-17;psj+19;1.54e+05;9.14e+11;5.1e+35;
878;J1509-6015;kbm+03;0.33903844870;4.0e-11;kbm+03;2.121E-15;1.2e-17;kbm+03;2.9495179790;4.0e-10;kbm+03;-1.845E-14;1.1e-16;kbm+03;2.53e+06;8.58e+11;2.1e+33;
879;B1507-44;mlt+78;0.9438712975;1.1e-09;nmc81;6.1E-16;4.0e-17;nmc81;1.0594664788;1.3e-09;nmc81;-6.8E-16;5.0e-17;nmc81;2.45e+07;7.68e+11;2.9e+31;
880;J1511-5414;kbm+03;0.200383946403;4.0e-12;lbs+20;4.8474E-16;9.0e-20;lbs+20;4.99041973147;8.0e-11;lbs+20;-12.072E-15;2.0e-18;lbs+20;6.55e+06;3.15e+11;2.4e+33;
881;J1511-5835;kbm+03;0.30151055002;4.0e-11;kbm+03;3.44E-16;1.9e-17;kbm+03;3.3166335305;5.0e-10;kbm+03;-3.8E-15;3.0e-16;kbm+03;1.39e+07;3.26e+11;5.0e+32;
882;J1512-5431;kbm+03;2.0405315742;3.0e-10;kbm+03;1.92E-15;6.0e-17;kbm+03;0.49006837858;8.0e-11;kbm+03;-4.61E-16;1.5e-17;kbm+03;1.68e+07;2e+12;8.9e+30;
883;B1508-57;jlm+92;0.128698573047;3.0e-12;psj+19;6.852697E-15;4.0e-21;psj+19;7.77009392040;1.8e-10;psj+19;-41.37272E-14;2.0e-19;psj+19;2.98e+05;9.5e+11;1.3e+35;
884;J1513-2550;san16;0.0021190675651177;1.0e-16;san16;21.61E-21;2.0e-23;san16;471.90567042843;3.0e-11;san16;-4.812E-15;5.0e-18;san16;1.55e+09;2.17e+08;9.0e+34;
885;J1513-5739;mlc+01;0.97345803480;9.0e-11;mlc+01;2.755E-14;4.0e-17;mlc+01;1.02726564911;9.0e-11;mlc+01;-2.907E-14;4.0e-17;mlc+01;5.6e+05;5.24e+12;1.2e+33;
886;B1509-58;sh82;0.151581943393;5.0e-12;psj+19;1.52868976E-12;7.0e-20;psj+19;6.59709182778;1.9e-10;psj+19;-6653.10558E-14;2.7e-18;psj+19;1.57e+03;1.54e+13;1.7e+37;
887;J1513-5946;kle+10;1.046117156733;8.0e-12;kkl+11;8.5284E-15;4.0e-19;kkl+11;0.955915877647;8.0e-12;kkl+11;-7.7930E-15;4.0e-19;kkl+11;1.94e+06;3.02e+12;2.9e+32;
888;J1513-6013;ccb+20;1.95873704232;1.2e-10;ccb+20;1371E-18;8.0e-21;ccb+20;0.51053305186;4.0e-11;ccb+20;-3.57343E-16;3.0e-21;ccb+20;2.26e+07;1.66e+12;7.2e+30;
889;B1510-48;mlt+78;0.454840332571;7.0e-12;lbs+20;9.26101E-16;1.9e-20;lbs+20;2.19857371563;3.0e-11;lbs+20;-4.47652E-15;9.0e-20;lbs+20;7.78e+06;6.57e+11;3.9e+32;
890;J1514-4946;kcj+12;0.0035893366796749;7.0e-16;ckr+15;1.8646E-20;1.1e-23;ckr+15;278.60300920296;5.0e-11;ckr+15;-1.4473E-15;8.0e-19;ckr+15;3.05e+09;2.62e+08;1.6e+34;
891;J1514-5316;ccb+20;0.296279212139;4.0e-12;ccb+20;1.6E-18;5.0e-19;ccb+20;3.37519461045;5.0e-11;ccb+20;-1.8E-17;6.0e-18;ccb+20;2.93e+09;2.2e+10;2.4e+30;
892;J1514-5925;kbm+03;0.1487974678456;1.8e-12;psj+19;2.8786E-15;4.0e-19;psj+19;6.72054447215;8.0e-11;psj+19;-13.0014E-14;1.7e-17;psj+19;8.19e+05;6.62e+11;3.4e+34;
893;J1515-5720;kbm+03;0.286648256081;1.4e-11;psj+19;6.093718E-15;1.7e-20;psj+19;3.48859614104;1.7e-10;psj+19;-7.41624E-14;2.0e-19;psj+19;7.45e+05;1.34e+12;1.0e+34;
894;J1516-43;brs+19;0.036022209;3.0e-09;brs+19;*;0;*;27.760652;2.0e-06;brs+19;*;0;*;*;*;*;
895;J1517-32;mbc+19;0.0644019;0;mbc+19;*;0;*;15.527492;0;mbc+19;*;0;*;*;*;*;
896;J1517-4356;ebvb01;0.650836871901;6.0e-12;ebvb01;2.155E-16;6.0e-19;ebvb01;1.536483323508;1.5e-11;ebvb01;-5.087E-16;1.5e-18;ebvb01;4.79e+07;3.79e+11;3.1e+31;
897;J1517-4636;kjv+10;0.88661249686;5.0e-11;bbb+12;2.098E-15;2.0e-18;bbb+12;1.12788845583;7.0e-11;bbb+12;-2.669E-15;3.0e-18;bbb+12;6.7e+06;1.38e+12;1.2e+32;
898;B1516+02A;wakp89;0.005553592524205;2.0e-15;awkp97;4.122E-20;6.0e-23;awkp97;180.06362469727;7.0e-11;awkp97;-1.3365E-15;2.0e-18;awkp97;2.13e+09;4.84e+08;9.5e+33;
899;B1516+02B;wakp89;0.007946940657879;2.1e-14;awkp97;-3.33E-21;2.6e-22;awkp97;125.8345875540;4.0e-10;awkp97;5.3E-17;5.0e-18;awkp97;*;*;*;
900;J1518+0204C;hrs+07;0.0024839275702455;6.0e-16;prf+14;2.60690E-20;1.3e-24;prf+14;402.58822840843;9.0e-11;prf+14;-4.2252E-15;2.0e-19;prf+14;1.51e+09;2.58e+08;6.7e+34;
901;J1518+0204D;hrs+07;0.002988;1.0e-06;hrs+07;*;0;*;334.67;1.2e-01;hrs+07;*;0;*;*;*;*;
902;J1518+0204E;hrs+07;0.003182;1.0e-06;hrs+07;*;0;*;314.27;1.0e-01;hrs+07;*;0;*;*;*;*;
903;J1518-0627;lbr+13;0.7949966745699;7.8e-12;lbr+13;4.179E-16;5.6e-18;lbr+13;1.257866896790;1.3e-11;lbr+13;-6.61E-16;9.0e-18;lbr+13;3.01e+07;5.83e+11;3.3e+31;
904;J1518-3952;bsb+19;0.499195890475;1.5e-11;bsb+19;0.237E-15;8.0e-18;bsb+19;2.00322161917;7.0e-11;bsb+19;-9.5E-16;4.0e-17;bsb+19;3.34e+07;3.48e+11;7.5e+31;
905;J1518+4904;nst96;0.0409349889083329;6.0e-16;jsk+08;2.7190E-20;3.0e-24;jsk+08;24.4289793809236;3.0e-13;jsk+08;-1.62263E-17;1.2e-21;jsk+08;2.39e+10;1.07e+09;1.6e+31;
906;J1518-5415;kel+09;0.214924800284;6.0e-12;kel+09;0.0406E-15;1.4e-18;kel+09;4.65279017907;1.3e-10;kel+09;-8.8E-16;4.0e-17;kel+09;8.39e+07;9.45e+10;1.6e+32;
907;J1519-5734;lfl+06;0.51875778474;3.0e-11;lfl+06;4.273E-15;5.0e-18;lfl+06;1.92768191516;8.0e-11;lfl+06;-1.5878E-14;1.7e-17;lfl+06;1.92e+06;1.51e+12;1.2e+33;
908;J1519-6106;lfl+06;2.15430706064;1.4e-10;lfl+06;8.372E-15;1.9e-17;lfl+06;0.46418638191;3.0e-11;lfl+06;-1.804E-15;4.0e-18;lfl+06;4.08e+06;4.3e+12;3.3e+31;
909;J1519-6308;hfs+04;1.25405163056;1.0e-10;hfs+04;5.96E-15;5.0e-17;hfs+04;0.79741533413;6.0e-11;hfs+04;-3.79E-15;3.0e-17;hfs+04;3.33e+06;2.77e+12;1.2e+32;
910;J1522-5525;kbm+03;1.3896046876;1.6e-09;kbm+03;3.30E-15;8.0e-17;kbm+03;0.7196291211;9.0e-10;kbm+03;-1.71E-15;5.0e-17;kbm+03;6.67e+06;2.17e+12;4.9e+31;
911;J1522-5735;pga+13;0.10213598087;4.0e-11;pga+13;3.1239E-14;3.0e-18;pga+13;9.790868913;3.0e-09;pga+13;-2.9946E-12;2.0e-16;pga+13;5.18e+04;1.81e+12;1.2e+36;
912;B1518-58;jlm+92;0.395354481573;1.5e-11;lbs+20;2.05679E-15;7.0e-20;lbs+20;2.52937565301;9.0e-11;lbs+20;-13.1588E-15;4.0e-19;lbs+20;3.05e+06;9.13e+11;1.3e+33;
913;J1524-5625;kbm+03;0.078218548881;5.0e-12;kbm+03;3.895005E-14;1.9e-19;kbm+03;12.7846912824;9.0e-10;kbm+03;-6.36632E-12;4.0e-17;kbm+03;3.18e+04;1.77e+12;3.2e+36;
914;J1524-5706;kbm+03;1.11617445717;1.2e-10;psj+19;3.563574E-13;3.0e-19;psj+19;0.89591729463;9.0e-11;psj+19;-28.60366E-14;2.0e-19;psj+19;4.96e+04;2.02e+13;1.0e+34;
915;J1524-5819;kel+09;0.96104262694;1.0e-10;kel+09;126.016E-15;1.0e-17;kel+09;1.04053657139;1.1e-10;kel+09;-1.36440E-13;1.1e-17;kel+09;1.21e+05;1.11e+13;5.6e+33;
916;J1525-5417;kbm+03;1.01169421772;7.0e-11;kbm+03;1.6174E-14;1.4e-17;kbm+03;0.98844095625;7.0e-11;kbm+03;-1.5802E-14;1.4e-17;kbm+03;9.91e+05;4.09e+12;6.2e+32;
917;J1525-5523;ncb+15;0.3551560369998;1.6e-12;ncb+15;8.96E-18;7.0e-20;ncb+15;2.815663809202;1.3e-11;ncb+15;-7.10E-17;6.0e-19;ncb+15;6.28e+08;5.71e+10;7.9e+30;
918;J1525-5545;nbb+14;0.011359881791767;1.9e-14;nbb+14;1.314E-19;6.0e-22;nbb+14;88.02908501431;1.4e-10;nbb+14;-1.018E-15;4.0e-18;nbb+14;1.37e+09;1.24e+09;3.5e+33;
919;J1525-5605;kbm+03;0.28034866206;4.0e-11;kbm+03;1.16E-16;7.0e-18;kbm+03;3.5669868822;6.0e-10;kbm+03;-1.48E-15;9.0e-17;kbm+03;3.83e+07;1.82e+11;2.1e+32;
920;J1526-5633;kbm+03;0.30188789663;5.0e-11;kbm+03;1.23E-16;1.7e-17;kbm+03;3.3124878843;6.0e-10;kbm+03;-1.35E-15;1.9e-16;kbm+03;3.89e+07;1.95e+11;1.8e+32;
921;B1524-39;mlt+78;2.41760539437;6.0e-11;lbs+20;1.90612E-14;3.0e-19;lbs+20;0.41363243246;1.0e-11;lbs+20;-3.26122E-15;5.0e-20;lbs+20;2.01e+06;6.87e+12;5.3e+31;
922;B1523-55;mlt+78;1.048718553809;5.0e-12;lbs+20;1.12685E-14;3.0e-19;lbs+20;0.953544682096;4.0e-12;lbs+20;-10.2459E-15;2.0e-19;lbs+20;1.47e+06;3.48e+12;3.9e+32;
923;J1528-3146;jbo+07;0.06082223035146;1.0e-14;jbo+07;24.9E-20;1.0e-21;jbo+07;16.441356954875;3.0e-12;jbo+07;-6.73E-17;3.0e-19;jbo+07;3.87e+09;3.94e+09;4.4e+31;
924;J1528-4109;ebvb01;0.526556139140;4.0e-12;ebvb01;3.955E-16;4.0e-19;ebvb01;1.899132733754;1.5e-11;ebvb01;-1.4265E-15;1.5e-18;ebvb01;2.11e+07;4.62e+11;1.1e+32;
925;J1528-5547;ncb+15;3.4673015170;1.7e-09;ncb+15;7750E-18;2.0e-20;ncb+15;0.28840872220;1.5e-10;ncb+15;-6.446418E-16;1.7e-21;ncb+15;7.09e+06;5.25e+12;7.3e+30;
926;J1528-5838;cwp+17;0.355686622097;8.0e-12;cwp+17;2.475859E-14;1.3e-19;cwp+17;2.81146362521;6.0e-11;cwp+17;-0.195700E-12;1.0e-18;cwp+17;2.28e+05;3e+12;2.2e+34;
927;J1529-3828;nbb+14;0.00848628211574;6.0e-14;nbb+14;2.70E-20;1.3e-21;nbb+14;117.8372326493;7.0e-10;nbb+14;-3.75E-16;1.8e-17;nbb+14;4.98e+09;4.84e+08;1.7e+33;
928;J1529+40;ttk+17;0.4764;0;scb+19;*;0;*;2.099076;0;scb+19;*;0;*;*;*;*;
929;J1529-5355;kbm+03;0.8912645399;4.0e-10;kbm+03;8.1E-16;4.0e-17;kbm+03;1.1220013310;6.0e-10;kbm+03;-1.02E-15;6.0e-17;kbm+03;1.74e+07;8.6e+11;4.5e+31;
930;J1529-5611;kbm+03;0.8222487311;5.0e-10;kbm+03;4.1E-15;3.0e-16;kbm+03;1.2161770060;8.0e-10;kbm+03;-6.1E-15;5.0e-16;kbm+03;3.18e+06;1.86e+12;2.9e+32;
931;J1530-5327;mlc+01;0.278958414924;4.0e-12;psj+19;4.67985E-15;8.0e-20;psj+19;3.58476370133;5.0e-11;psj+19;-6.01385E-14;9.0e-19;psj+19;9.44e+05;1.16e+12;8.5e+33;
932;J1530-6343;bbb+12;0.910319586358;1.1e-11;bsb+19;0.825E-15;7.0e-18;bsb+19;1.098515307136;1.4e-11;bsb+19;-9.96E-16;9.0e-18;bsb+19;1.75e+07;8.77e+11;4.3e+31;
933;J1531-4012;ebvb01;0.356849312855;6.0e-12;ebvb01;9.63E-17;6.0e-19;ebvb01;2.80230328034;5.0e-11;ebvb01;-7.56E-16;5.0e-18;ebvb01;5.87e+07;1.88e+11;8.4e+31;
934;J1531-5610;kbm+03;0.084206064052;3.0e-12;psj+19;1.379389E-14;1.0e-19;psj+19;11.8756292823;4.0e-10;psj+19;-194.5360E-14;1.4e-17;psj+19;9.67e+04;1.09e+12;9.1e+35;
935;B1530+27;dth78;1.124835742767;7.0e-12;hlk+04;7.7956E-16;6.0e-20;hlk+04;0.889018691334;5.0e-12;hlk+04;-6.1613E-16;4.0e-20;hlk+04;2.29e+07;9.48e+11;2.2e+31;
936;J1532-5308;kbm+03;0.44382460830;4.0e-11;kbm+03;6.5E-17;6.0e-18;kbm+03;2.2531423028;3.0e-10;kbm+03;-3.3E-16;4.0e-17;kbm+03;1.08e+08;1.72e+11;2.9e+31;
937;J1532-56;ncb+15;0.52297708597;1.3e-10;ncb+15;*;0;*;1.9121296646;5.0e-10;ncb+15;*;0;*;*;*;*;
938;J1534-4428;bbb+12;1.2214259588;3.0e-10;bbb+12;0.18E-15;2.0e-17;bbb+12;0.8187152015;3.0e-10;bbb+12;-1.21E-16;1.4e-17;bbb+12;1.08e+08;4.74e+11;3.9e+30;
939;J1534-46;bb10;0.364835;9.0e-06;bb10;*;0;*;2.74097;7.0e-05;bb10;*;0;*;*;*;*;
940;B1530-53;lvw68;1.368882242545;6.0e-12;jbv+19;1.4288E-15;4.0e-19;jbv+19;0.730523027416;3.0e-12;jbv+19;-0.7625E-15;2.0e-19;jbv+19;1.52e+07;1.42e+12;2.2e+31;
941;B1530-539;jlm+92;0.289688895200;6.0e-12;jml+95;1.5429E-15;4.0e-19;jml+95;3.45197905950;8.0e-11;jml+95;-1.8385E-14;5.0e-18;jml+95;2.97e+06;6.77e+11;2.5e+33;
942;J1535-4114;ebvb01;0.432866133845;6.0e-12;ebvb01;4.0705E-15;6.0e-19;ebvb01;2.31018303769;4.0e-11;ebvb01;-2.1724E-14;4.0e-18;ebvb01;1.68e+06;1.34e+12;2.0e+33;
943;J1535-4415;ebvb01;0.46840160422;3.0e-11;jbo+09;0.0405E-15;9.0e-19;jbo+09;2.13492010059;1.4e-10;jbo+09;-1.85E-16;5.0e-18;jbo+09;1.83e+08;1.39e+11;1.6e+31;
944;J1535-5450;kbm+03;0.56673415672;4.0e-11;kbm+03;1.4338E-14;1.0e-17;kbm+03;1.76449573075;1.3e-10;kbm+03;-4.464E-14;4.0e-17;kbm+03;6.26e+05;2.88e+12;3.1e+33;
945;J1535-5848;kbm+03;0.307177662775;7.0e-12;kbm+03;2.716E-15;3.0e-18;kbm+03;3.25544504430;8.0e-11;kbm+03;-2.878E-14;4.0e-17;kbm+03;1.79e+06;9.24e+11;3.7e+33;
946;J1536+17;ttk+17;0.9333;0;ttk+17;*;0;*;1.071467;0;ttk+17;*;0;*;*;*;*;
947;J1536-3602;jbo+09;1.31975904174;5.0e-11;jbo+09;0.7900E-15;1.9e-18;jbo+09;0.75771407384;3.0e-11;jbo+09;-4.536E-16;1.1e-18;jbo+09;2.65e+07;1.03e+12;1.4e+31;
948;J1536-4948;rap+12;0.00308;0;rap+12;*;0;*;324.675325;0;rap+12;*;0;*;*;*;*;
949;J1536-5433;mlc+01;0.8814384311;3.0e-10;mlc+01;1.91E-15;8.0e-17;mlc+01;1.1345091894;3.0e-10;mlc+01;-2.46E-15;1.0e-16;mlc+01;7.31e+06;1.31e+12;1.1e+32;
950;J1536-5907;kel+09;0.55784066031;3.0e-11;kel+09;1.366E-15;7.0e-18;kel+09;1.79262658883;1.0e-10;kel+09;-4.39E-15;3.0e-17;kel+09;6.47e+06;8.83e+11;3.1e+32;
951;B1534+12;wol91a;0.03790444117830463;1.6e-16;fst14;2.422494E-18;3.0e-24;fst14;26.38213277689397;1.1e-13;fst14;-1.686097E-15;2.0e-21;fst14;2.48e+08;9.7e+09;1.8e+33;
952;J1537-4912;ebvb01;0.30131077523;8.0e-11;jbo+09;1.932E-15;2.0e-18;jbo+09;3.3188325218;9.0e-10;jbo+09;-2.128E-14;3.0e-17;jbo+09;2.47e+06;7.72e+11;2.8e+33;
953;J1537-5153;kbm+03;1.52812410566;1.2e-10;kbm+03;4.172E-15;1.2e-17;kbm+03;0.65439711100;6.0e-11;kbm+03;-1.787E-15;6.0e-18;kbm+03;5.8e+06;2.56e+12;4.6e+31;
954;J1537-5312;ccb+20;0.0069270955083835;1.5e-15;ccb+20;0.01586E-18;1.1e-22;ccb+20;144.36064852719;4.0e-11;ccb+20;-3.31E-16;3.0e-18;ccb+20;6.92e+09;3.35e+08;1.9e+33;
955;J1537-5645;mlc+01;0.43046412386;1.5e-10;mlc+01;2.78E-15;6.0e-17;mlc+01;2.3230739673;8.0e-10;mlc+01;-1.50E-14;3.0e-16;mlc+01;2.45e+06;1.11e+12;1.4e+33;
956;J1538+2345;kkl+15;3.44938495332;1.0e-10;kkl+15;6.889E-15;1.2e-17;kkl+15;0.289906755417;8.0e-12;kkl+15;-5.79E-16;1.0e-18;kkl+15;7.93e+06;4.93e+12;6.6e+30;
957;J1538-5438;mlc+01;0.27672613726;5.0e-11;mlc+01;1.42E-15;3.0e-17;mlc+01;3.6136810563;6.0e-10;mlc+01;-1.86E-14;3.0e-16;mlc+01;3.08e+06;6.35e+11;2.7e+33;
958;J1538-5519;kel+09;0.39573063893;8.0e-11;kel+09;0.041E-15;1.5e-17;kel+09;2.5269713831;6.0e-10;kel+09;-2.6E-16;1.0e-16;kel+09;1.53e+08;1.29e+11;2.6e+31;
959;J1538-5551;hfs+04;0.1046759019619;5.0e-13;psj+19;3.20705E-15;7.0e-20;psj+19;9.55329718930;4.0e-11;psj+19;-29.2693E-14;6.0e-18;psj+19;5.17e+05;5.86e+11;1.1e+35;
960;J1538-5621;ncb+15;1.90849449143;2.0e-11;ncb+15;7311.8E-18;7.0e-19;ncb+15;0.523973217890;6.0e-12;ncb+15;-2.00744E-15;2.0e-19;ncb+15;4.14e+06;3.78e+12;4.2e+31;
961;J1538-5638;kbm+03;0.84398039688;1.4e-10;kbm+03;7.12E-15;8.0e-17;kbm+03;1.18486164335;2.0e-10;kbm+03;-10.00E-15;1.2e-16;kbm+03;1.88e+06;2.48e+12;4.7e+32;
962;J1538-5732;lfl+06;0.341212811806;6.0e-12;lfl+06;4.5498E-15;6.0e-19;lfl+06;2.93072230995;5.0e-11;lfl+06;-3.9079E-14;5.0e-18;lfl+06;1.19e+06;1.26e+12;4.5e+33;
963;J1538-5750;kbm+03;0.506568335296;1.8e-11;kbm+03;4.2E-17;3.0e-18;kbm+03;1.97406732779;8.0e-11;kbm+03;-1.64E-16;1.2e-17;kbm+03;1.91e+08;1.48e+11;1.3e+31;
964;J1539-4828;ekl09;1.27284159978;1.4e-10;eklk13;1.267E-15;2.0e-18;eklk13;0.78564371260;9.0e-11;eklk13;-7.820E-16;1.3e-18;eklk13;1.59e+07;1.29e+12;2.4e+31;
965;J1539-5521;kbm+03;1.00495831813;8.0e-11;kbm+03;7.28E-16;8.0e-18;kbm+03;0.99506614549;8.0e-11;kbm+03;-7.21E-16;8.0e-18;kbm+03;2.19e+07;8.66e+11;2.8e+31;
966;B1535-56;jlm+92;0.243395150846;1.1e-11;psj+19;4.847844E-15;1.2e-20;psj+19;4.10854528747;1.8e-10;psj+19;-8.18323E-14;2.0e-19;psj+19;7.95e+05;1.1e+12;1.3e+34;
967;J1539-6322;ebvb01;1.63084630957;3.0e-11;jbo+09;0.2016E-15;6.0e-19;jbo+09;0.613178565100;1.2e-11;jbo+09;-7.58E-17;3.0e-19;jbo+09;1.28e+08;5.8e+11;1.8e+30;
968;J1540-5736;mlc+01;0.61291628569;8.0e-11;mlc+01;4.2E-16;3.0e-17;mlc+01;1.63154418204;1.9e-10;mlc+01;-1.12E-15;7.0e-17;mlc+01;2.31e+07;5.14e+11;7.2e+31;
969;J1541-42;bbj+11;*;0;*;*;0;*;*;0;*;*;0;*;*;*;*;
970;J1541-5535;kbm+03;0.29583755345;9.0e-11;kbm+03;7.502E-14;3.0e-17;kbm+03;3.3802334705;1.1e-09;kbm+03;-8.572E-13;4.0e-16;kbm+03;6.25e+04;4.77e+12;1.1e+35;
971;J1542-5034;mld+96;0.5992480029;4.0e-10;lbs+20;4.0248E-15;1.5e-18;lbs+20;1.6687581689;9.0e-10;lbs+20;-11.208E-15;4.0e-18;lbs+20;2.36e+06;1.57e+12;7.4e+32;
972;J1542-5133;hfs+04;1.7838649877;3.0e-10;hfs+04;5.9E-16;6.0e-17;hfs+04;0.56058054107;9.0e-11;hfs+04;-1.85E-16;1.6e-17;hfs+04;4.8e+07;1.04e+12;4.1e+30;
